index,tweet,label
10090,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:",1
10094,"#FridaysForFuture  #ClimateChange #Renewables #Greenwashing  #ExtinctionRebellion  #ClimateStrike #ClimateCrisis  #ClimateAction #GlobalWarming               

You've been fooled by Greta Thunberg:",1
10099,@intlibecosoc #FridaysForFuture should be messaging Europeans to be ditching all fossils fuels (incl absolutely Russian gas) and to cease war immediately because of the catastrophic implications for the planet.,2
10101,"#FridaysForFuture  #ClimateChange #Renewables #Greenwashing  #ExtinctionRebellion  #ClimateStrike #ClimateCrisis  #ClimateAction #GlobalWarming               

You've been fooled by Greta Thunberg:",1
10119,"#ExtinctionRebellion     #ClimateCrisis #ClimateAction  #GlobalWarming     #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables      #ClimateStrike 

You've been fooled by Greta Thunberg:",1
10123,"#GlobalWarming #FridaysForFuture #ClimateChange #Greenwashing #Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction     

You've been fooled by Greta Thunberg:",1
10141,"#ClimateCrisis  #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike  #ExtinctionRebellion       

You've been fooled by Greta Thunberg:",1
10157,@jruddy99 @dj_forrester @AlexRowleyFife Scotland is not a country on the list hence the reason Sturgeon is not a delegate and instead promoting herself hanging out with #FridaysForFuture teenagers outside the event eating haribos &amp; taking selfies… this is the mug that we have running Scotland! 🤬,1
10184,"#FridaysForFuture #ExtinctionRebellion 
How Naomi Klein, Josh Fox, 
George Monbiot, Ketan Joshi,  and many more lie to us

Every day. On  #ClimateChange &amp; #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:",1
10200,"#ClimateAction #ClimateCrisis  #GlobalWarming #FridaysForFuture #ClimateChange  #Greenwashing #Renewables #ClimateStrike  #ExtinctionRebellion    

You've been fooled by Greta Thunberg:",1
10210,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:",1
10213,"#ClimateCrisis  #GlobalWarming #FridaysForFuture #ClimateChange  #Greenwashing #Renewables #ClimateStrike  #ExtinctionRebellion  #ClimateAction  

You've been fooled by Greta Thunberg:",1
10230,"@ClimateHome ABOLISH ANONYMOUS CORPORATIONS 
#AbolishAnonymousCorporations
ABOLISH TAX HAVENS 
#AbolishTaxHavens
THERE IS NO PLANET B 
#ThereIsNoPlanetB 
#FridaysForFuture
Or 
NO FUTURE https://t.co/SYuITcmP1y",2
10232,"#Greenwashing  #ExtinctionRebellion  #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #ClimateStrike #Renewables 

You've been fooled by Greta Thunberg:",1
10241,"#ClimateCrisis  #GlobalWarming #FridaysForFuture #ClimateChange #Renewables  #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction 

You've been fooled by Greta Thunberg:",1
10246,"#Greenwashing  #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis  #GlobalWarming #FridaysForFuture #ClimateChange #Renewables 

You've been fooled by Greta Thunberg:",1
10261,"#Renewables #Greenwashing     #ClimateStrike  #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange          

You've been fooled by Greta Thunberg:",1
10275,"#ClimateCrisis    #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
10300,"#ClimateStrike #Renewables #Greenwashing #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture   

You've been fooled by Greta Thunberg:",1
10318,"Instead of promoting proper political engagement in political parties in a democratic fashion, kids are encouraged by @GretaThunberg to skip school

Skipping school is destructive to kid's futures

Learn, engage and contribute when and what you can
#FridaysForFuture",1
10324,"#ExtinctionRebellion  #ClimateCrisis   #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing   #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg:",1
10327,"Fossil Fuel Industries are feasting on subsidies and windfall profits while household budget shrink and our planet burns 🥵😡

STOP FUNDING OUR DESTRUCTION 

#climatestrike #FridaysForFuture 
@GretaThunberg @vanessa_vash @Riseupmovt https://t.co/AT3wXfaKY5",2
10328,"#ClimateCrisis    #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
10330,"Sumitomo Corporation and other Japanese companies are trying to build a coal-fired power plant in Matarvari, Bangladesh. We are launching an international campaign against this catastrophic act against all humanity.
#StopSumitomo #FridaysForFuture #ClimateStrike #UprootTheSystem https://t.co/NDKfgY8DlV",2
10351,"#FridaysForFuture #ClimateStrike #Renewables #Greenwashing #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange    

You've been fooled by Greta Thunberg:",1
10371,"#ExtinctionRebellion #ClimateCrisis #ClimateAction  #GlobalWarming   #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables  #ClimateStrike 

You've been fooled by Greta Thunberg:",1
10384,"#Greenwashing  #ClimateStrike   #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange  #Renewables   

You've been fooled by Greta Thunberg:",1
10389,"🌳🎙️🌳
➖
🔊..this song goes to ALL PUPPETS of #FridaysForFuture #FFF 
➖
#Fehlfarben - Es geht voran
➖
https://t.co/8xvFAs4F7D
➖
#YouTubeMusic 
➖
🌳🎙️🌳",3
10403,"#GlobalWarming #FridaysForFuture #ClimateChange #Greenwashing #Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction     

You've been fooled by Greta Thunberg:",1
10412,"#Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture   #ClimateChange  #Greenwashing    

You've been fooled by Greta Thunberg:",1
10418,"#ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming  #FridaysForFuture               

You've been fooled by Greta Thunberg:",1
10422,"#ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture  #ClimateChange #Renewables  #Greenwashing #ClimateStrike #ExtinctionRebellion 

You've been fooled by Greta Thunberg:",1
10435,"#FridaysForFuture #ClimateCrisis #ClimateStrike
#ClimateDenial #EndFossilFuels #ClimateTalk #stopfossilfuel #ClimateChange #ClimateScam 
People who believe in climate change.  White, middle class, educated, low earners.

They are driven by envy, not environmentalism https://t.co/o0FQCKxFyW",3
10442,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing  #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
10451,"#FridaysForFuture #ClimateChange  #Greenwashing #Renewables #ClimateStrike  #ExtinctionRebellion  #ClimateAction #ClimateCrisis #GlobalWarming   

You've been fooled by Greta Thunberg:",1
10452,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
10476,"@StockholmPlus50 Just a kind advice: STOP TALKING AND DO SOMETHING! We are running out of time! #ClimateChange #GlobalWarming #GreenDeal #Environment #GreenTransition #ParisAgreement #COP26 #COP27 #FridaysForFuture
#EnergiaNuclear #FridaysForFuture #GretaThunberg #OperationNuclearPower",1
10492,"#ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike    

You've been fooled by Greta Thunberg:",1
10498,"#UprootTheSystem #FaceTheClimateEmergency #FridaysForFuture #Renewables #ClimateStrike #Greenwashing #ExtinctionRebellion #GlobalWarming #ClimateChange 

You've been fooled by Greta Thunberg:",1
10514,"#GlobalWarming #FridaysForFuture   #ClimateChange #Greenwashing #Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction        

You've been fooled by Greta Thunberg:",1
10524,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
10612,"#ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture   #ClimateChange  #Greenwashing  #Renewables    #ClimateStrike  #ExtinctionRebellion    

You've been fooled by Greta Thunberg:",1
10624,"#ClimateAction  #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis     

You've been fooled by Greta Thunberg:",1
10626,"#ClimateChange #Renewables #Greenwashing  #ExtinctionRebellion  #ClimateStrike #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture                

You've been fooled by Greta Thunberg:",1
10635,"🌎🌿👇 Solidarity David.!✌️💚🌱 
#DigitalStrike week 103: 🗣️📢🆘🌊🔥🌎🔥🌊🆘🌿
#ClimateActionNOW 
#ClimateStrikeOnline 
#FridaysForFuture ✊🗣️📢🌎🌱
#BoomersForClimateJustice 🗣️📢✊🌎✊🗣️📢
END THE TRIPLE THREAT 
STOP PUTIN
GET VACCINATED
CUT EMMISIONS 
🗣️📢🌎🗣️📢🌍🗣️📢🌏🗣️📢",1
10639,"#GlobalWarming   #FridaysForFuture #ClimateChange  #Greenwashing #Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis 

You've been fooled by Greta Thunberg:",1
10642,"#ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion  #ClimateAction #ClimateCrisis  #GlobalWarming   #FridaysForFuture 

You've been fooled by Greta Thunberg:",1
10705,"#ClimateCrisis  #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike  #ExtinctionRebellion       

You've been fooled by Greta Thunberg:",1
10751,"#ClimateCrisis  #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike  #ExtinctionRebellion       

You've been fooled by Greta Thunberg:",1
10763,#HappyEarthDay Ohioans 🫱 @ShontelMBrown is funded by fossil fuel money so please vote for @ninaturner ! Nina is endorsed by @SunriseMvmtCLE and she will fight for a #GreenNewDeal ❤️🌎 #FridaysForFuture,1
10787,"#FridaysForFuture #ExtinctionRebellion 
How Naomi Klein, Josh Fox, 
George Monbiot, Ketan Joshi,  and many more lie to us

Every day. On  #ClimateChange &amp; #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:",1
10794,"#GlobalWarming #FridaysForFuture #ClimateChange #Renewables  #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis     

You've been fooled by Greta Thunberg:",1
10807,"+++ GLOBAL CLIMATE STRIKE +++
#FridaysForFuture
The Global South is being ransacked by the Global North, citizens are being exploited by energy giants and the atmosphere is colonised in the name of growth.

We need to uproot this system NOW!! 🔥

#LossAndDamage 
#ClimateJustice https://t.co/EFVVxnTow1",2
10832,"#ExtinctionRebellion #ClimateCrisis #ClimateAction  #GlobalWarming   #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables   #ClimateStrike 

You've been fooled by Greta Thunberg:",1
10839,"#Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis  #GlobalWarming #FridaysForFuture #ClimateChange #Renewables 

You've been fooled by Greta Thunberg:",1
10855,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture   #ClimateChange #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:",1
10869,"#FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming 

You've been fooled by Greta Thunberg:",1
10883,"#ExtinctionRebellion  #ClimateCrisis  #ClimateAction  #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing  #ClimateStrike      

You've been fooled by Greta Thunberg:",1
10904,"#ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange #Renewables #Greenwashing  #ClimateStrike #ExtinctionRebellion #ClimateAction   

You've been fooled by Greta Thunberg:",1
10912,"@RogerHallamCS21 Roger Hallam, teach them how to lift water while generating electricity. You'll get in more trouble than you are now.
#ClimateAction
#ClimateScam
#ClimateCrisis
More trouble than a #FridaysForFuture  not taught at schools &amp; universities. See Mr. President @POTUS he can't.",1
10925,"#GlobalWarming  #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike  #ExtinctionRebellion #ClimateCrisis #ClimateAction               

You've been fooled by Greta Thunberg:",1
10927,"#ClimateCrisis    #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing  #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
10952,"Wrong again Graves, US Produced more gas and methane in 2021 then it has ever produced in its history and in 2022 we are on track to produce even more #sunrisemvmt #ClimateCrisis #WaterIsLife #ClimateEmergency #ClimateChange #Globalwarming #FridaysForFuture #Youth4Climate",2
10956,"Greta has been bunking school for years. What if all adults just stayed in bed on Fridays. What are they gonna do, they literally can’t come and rip back all our covers, right!? 

#FridaysForFuture",1
10967,"#Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange #Greenwashing  

You've been fooled by Greta Thunberg:",1
10974,Thank you @NewYorkStateAG for calling out the bad guys! Placing blame everywhere else for their own pure profit play is an #Oil industry standard. #NY probe over gas price gouging launched! #ClimateEmergency  #FridaysForFuture  https://t.co/XeP2jxDZL2,2
10979,"This is why UK politicians are so reluctant to divest from fossil fuels:   1/7

@GOVUK #Corruption #ToryCorruption #ExtinctionRebelliom #XR #KeepItInTheGround #ClimateJustice #FridaysForFuture #GreenNewDeal #UKPolitics #TalkingClimate @Lets_Discuss_CC",2
10982,"Government is failing on plastic pollution and nature is suffering. I’ve signed an open letter written by @friends_earth telling the the Government to get its act together. Will you join me? https://t.co/NNG3DzNSrv 
#ClimateCrisis #ClimateActionNow #FridaysForFuture",2
10984,"""China plays an essential role in any global climate solution""
Can't do it without the world's largest emitter, eh?

https://t.co/p1UrBHy9VA

#Pollution
#ClimateCrisis
#FridaysForFuture
#ClimateChange
#BeLikeWater
#SavetheBees
#twiff, 1, #Fridaysforfuture, Australia, Melbourne https://t.co/ivN16rmCxh",2
10986,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
10989,"#ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing     

You've been fooled by Greta Thunberg:",1
10994,So do you support The Green New Deal... Garret ...I bet you don't ...and if you don't than you don't get to criticize the climate plan democrats passed #sunrisemvmt #ClimateCrisis #WaterIsLife #ClimateEmergency #ClimateChange #Globalwarming #FridaysForFuture #Youth4Climate,1
11002,"@GeraldKutney Good lord what a effed up thread you have on this post.
Patrick Moore enthusiasts. 
#ClimateChange #ClimateCrisis #ClimateBrawl #ClimateStrike #Climatepoli #FridaysForFuture  @ExtinctionR 
https://t.co/FCLWQY6TF0",1
11009,"#GlobalWarming #ClimateChange #UprootTheSystem #FaceTheClimateEmergency #FridaysForFuture #Renewables #ClimateStrike #Greenwashing #ExtinctionRebellion  

You've been fooled by Greta Thunberg:",1
11015,"#ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing #ExtinctionRebellion    

You've been fooled by Greta Thunberg:",1
11032,"As the  energy strategy is being assessed, the UK's #windfarms and #solar array's are generating more than 58% of our electricity. To continue to hinder the building of onshore wind is criminal and one that will be regretted. #ClimateCrisis #FridaysForFuture https://t.co/b00vlRO8Zv",2
11040,"#FridaysForFuture #FridayForFuture
Do you still enjoy buying cheap Made in #China ?
Every USD GDP made in China produces almost 5 (five) times more #CO2, than if this same USD GDP would be produced in EU.
Why do you protest in #EU then? https://t.co/mUUU5ykRSo",2
11055,"#ClimateChange #Renewables  #Greenwashing   #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction  #GlobalWarming   #FridaysForFuture          

You've been fooled by Greta Thunberg:",1
11059,"#FridaysForFuture #ExtinctionRebellion 
How Naomi Klein,  Josh Fox, 
George Monbiot, Ketan Joshi, and  many more lie to us

Every day. On #ClimateChange &amp; #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:",1
11084,"#ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange #Renewables  #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction      

You've been fooled by Greta Thunberg:",1
11085,"#Greenwashing  #Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange 

You've been fooled by Greta Thunberg:",1
11113,"Full support to @elokapina and @GreenpeaceSuomi activists, blocking a train that transports Russian coal in Hanko, Finland. 
Ban all fossil fuels, starting with an immediate ban of all fossil fuels from Russia! 
#StopFuellingWar
#ClimateCrisis 
#FridaysForFuture",2
11118,"#GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis   

You've been fooled by Greta Thunberg:",1
11130,"One roundtrip BCN&gt;LHR&gt;BCN produces a CO2 amount of 0.467t
It costs upwards of £10 to ""offset"" this and invest in sustainable development.
The aviation industry WILL NEVER stop itself, it's another powerful business focused only on financial growth
#ClimateCrisis #FridaysForFuture https://t.co/2S8MXjmxUs",2
11139,"#ClimateCrisis #ClimateAction   #GlobalWarming #FridaysForFuture   #ClimateChange #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:",1
11143,"#FridaysforFuture question:

The global north is engaged in worldwide brain-drain of global south - good thing or bad?",3
11160,"If Biden isn’t willing to really fight the climate crisis, he shouldn’t run in 2024 | Daniel Sherrell https://t.co/ZEmwSFbjD6 
@politiken @informeren #Klimakrise #FridaysForFuture",1
11191,"This travesty, this colossal waste of our money is flipping the bird at Canada's climate change commitment. @s_guilbeault should be ashamed to be a part of this. #TMX should be stopped immediately. If you agree, joins at 11 every #FridaysForFuture at Queen's Park.",2
11223,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
11225,"#ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture        

You've been fooled by Greta Thunberg:",1
11235,"#FridaysForFuture  #ClimateChange #Renewables #Greenwashing  #ExtinctionRebellion  #ClimateStrike #ClimateCrisis  #ClimateAction #GlobalWarming               

You've been fooled by Greta Thunberg:",1
11236,"#FridaysForFuture  #ClimateChange #Renewables  #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming 

You've been fooled by Greta Thunberg:",1
11241,"#GlobalWarming #FridaysForFuture   #ClimateChange #Greenwashing #Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction        

You've been fooled by Greta Thunberg:",1
11247,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:",1
11308,"#ExtinctionRebellion     #ClimateCrisis #ClimateAction  #GlobalWarming     #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables      #ClimateStrike 

You've been fooled by Greta Thunberg:",1
11321,"Chechen Fridays For Future.
They are protesting an irresponsible environmental policy by President #Zelenskiy and demand him to apologize. 
Strong sign!

#FridaysForFuture
#GretaThunberg",1
11326,"#FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis  #ClimateAction #GlobalWarming        

You've been fooled by Greta Thunberg:",1
11343,"Why is it so hard to understand, that we need to save this planet 🌎, that Russia 🇷🇺 is the agressor, that the women in Iran 🇮🇷 need support, that we shouldn’t sell critical infrastructure, that kids need a good education, … #FridaysForFuture #Ukraine #Iran",2
11349,"#ExtinctionRebellion     #ClimateCrisis #ClimateAction  #GlobalWarming     #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables      #ClimateStrike 

You've been fooled by Greta Thunberg:",1
11367,"Is the #fossilfuel industry guilty of pushing #plastics onto #humanity to keep making #dirtyprofits while we try to transition to #renewableenergy ?
@FYEG #FridaysForFuture @plasticsoupfoun @PlasticPollutes @anticorruption @ARTEfr
https://t.co/UnkElVQokj",2
11374,"What do we want? 
#ClimateJustice

Massive #FridaysForFuture mobilisation to show the governments at #Stockholm50 that we won’t keep silent. 
The time of #blablabla is over. https://t.co/ms1yOVQBCN",2
11376,"Entire forests, sometimes old-growth, are logged and turned into commodities like wood and paper products. The band-aid solution logging companies use to continue their destruction? 1/

#fridaysforfuture #oldgrowth #ancientforest #protectourforests
#saveoldgrowth #savefairycreek https://t.co/H5SSpI5vcs",2
11386,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture    #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:",1
11417,"Climate March was in #Vancouver today.  #Canada absolutely needs to quit the #Pipeline project now.
#ClimateStrike #ClimateAction #ClimateCrisis #FridaysForFuture #TransMountain https://t.co/XRkYgSCC88",2
11423,"#ExtinctionRebellion  #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing   

You've been fooled by Greta Thunberg:",1
11434,"Governments cant even plant trees let alone stop the destruction of intact forests. How can we expect them to move on climate change?  We cant. We must demand it in everything we do! 
#fridaymorning 
#FridaysForFuture 
#ClimateEmergency",2
11481,"#ClimateChange #Renewables #Greenwashing  #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis  #GlobalWarming #FridaysForFuture 

You've been fooled by Greta Thunberg:",1
11482,"#ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture        

You've been fooled by Greta Thunberg:",1
11513,"Fossil fuel companies are better at capturing governments than they are at capturing carbon.

#FridaysForFuture @Fridays4future @Lets_Discuss_CC #TalkingClimate #ClimateCrisis #ClimateChange #UKPolitics #Politics #GreenNewDeal",2
11525,"#UprootTheSystem #FaceTheClimateEmergency #FridaysForFuture #Renewables #ClimateStrike #Greenwashing #ExtinctionRebellion #GlobalWarming #ClimateChange 

You've been fooled by Greta Thunberg:",1
11547,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
11554,I hate #FridaysForFuture #everyday is now @fewjar is tomorrow 😉😘😩😸🥂🤣😝🤗,2
11560,"#UprootTheSystem #FaceTheClimateEmergency #FridaysForFuture #Renewables #ClimateStrike #Greenwashing #ExtinctionRebellion #GlobalWarming #ClimateChange 

You've been fooled by Greta Thunberg:",1
11588,"#ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange #Greenwashing  #Renewables #ClimateStrike 

You've been fooled by Greta Thunberg:",1
11610,"https://t.co/iOLcUtW4tA #ClimateCrisis #Climate #GlobalWarming #EUGreenDeal #Gruenen #GroenLinks #Greens #FridaysForFuture #OurRevolution #AOC #GreenNewDeal #Bernie2024 

Governments should stop warring

Focus on solving the #greenenergy deficit",2
11618,"@GretaThunberg 
kfw bank and others are rebuilding germany with money from the gun lobby. no lobbying is necessary for airbus-se. it is systemically anchored.
#rheinmetall is a piece of sh*t and not worth mentioning.
#fridaysforfuture

https://t.co/cx9juDMR76",2
11629,"#GlobalWarming   #FridaysForFuture  #ClimateChange #Renewables #Greenwashing  #ExtinctionRebellion  #ClimateStrike #ClimateCrisis  #ClimateAction             

You've been fooled by Greta Thunberg:",1
11642,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing  #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
11677,"#FridaysForFuture   #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming 

You've been fooled by Greta Thunberg:",1
11678,"#ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg:",1
