index,tweet
10134,"#ClimateChange  #Greenwashing #Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture 

You've been fooled by Greta Thunberg:"
10138,"{1/3}
Every Kenyan will agree that the price of unga {corn flour} is very high! 

Climate change negatively affects all 4 pillars of food security: availability, access, utilization, &amp; stability. 

#COP27  #Youth4Climate  #FridaysForFuture  #ClimateAction https://t.co/R6kGK0NGEc"
10143,"A basic climate literacy session was held at the Right Academy in Barishal today 🇧🇩. This session has been conducted to increase knowledge about climate action. Girls have shown a lot of interest in taking action to tackle climate change.🌍🌍
#PeopleNotProfit #FridaysForFuture https://t.co/B0rwYYSKOm"
10144,"There is NO BETTER FUEL than the energy of youth activists fighting for our future and our planet. 

#FridaysForFuture #ClimateStrike #ClimateEmergency #GreenNewDeal @sunrisemvmt @fridaysfuturedc https://t.co/rfSjJTM8dF"
10150,"How does war contribute to climate change?

https://t.co/mpXGt69V0k

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateAlliance
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees"
10165,"This can be the result when a workplace does not practice #austismacceptance. And @greenpeaceSE does not. Yet they keep being eye servants, marching with #FridaysForFuture and @vatmarker, praising Greta. But on a day to day basis, they are bullies who refuse to admit any fault."
10167,"#Week 40th #ClimateStrike in India🇮🇳
Sadly, it is far easier to make a desert than a forest.

#PeopleNotProfit #ClimateCrisis #ClimateEmergency #ClimateJustice #ActOnClimate #UprootTheSystem #FridaysForFuture @GretaThunberg @vanessa_vash @deespeak @UNEP @RamprakashMina @FFFIndia https://t.co/Hagh9BVpP8"
10171,Did anyone notice if yesterday was the first time that #FridaysForFuture supporters were unable to demonstrate at parliament because another group of random demonstrators with incoherent causes and a lack of leadership essentially denied them their freedom to do so? #Convoy2022NZ
10172,"Many economists think #Capitalism and #ClimateAction are incompatible, but books like this show we CAN solve the #ClimateCrisis with positive #SystemChange.📈✅

Get #ClimateBrainy about #SustainableSolutions by reading up on #degrowth and a #circulareconomy.📖

#FridaysForFuture"
10173,"Celebrating half a year of continuous weekly action 🎉 See you out there at noon🌞
#FridaysForFuture"
10179,"As much as we need to fight #pollution &amp; #corruption we do need an #Economic #SystemChange Let this song be the #ANTHEM at #COP27 
@FYEG #nuitdebout #FridaysForFuture 
https://t.co/70goKsEA1V"
10205,Now and always #FridaysForFuture :)
10207,Week 166 of #fasting on #Fridays for the #ClimateCrisis. Week 166 of #striking from #working &amp; #shopping on Fridays for the #ClimateEmergency. #MindTheGap #GlobalWarming #climate #ClimateStrike #ClimateAction #ClimateActionNow #ClimateJustice #ClimateJusticeNow  #FridaysForFuture https://t.co/I5AZyC5NR6
10209,"#dreadlocks is trending in Germany because #fridaysforfuture doesn't want a white female artist to attend their protest because she has dreadlocks. 
That's something you'd expect from Nazis or Taliban, but not from climate activists who claim to be inclusive."
10240,"Even if it curbs economic growth, Environmental Conservation Must be given priority. If we cannot sustain the environment, we cannot sustain ourselves.~ Linda J. Crane
#ClimateCrisis #FridaysForFuture #CleanEnergy #conservation #ClimateEmergency  #SaveSoilAtUN https://t.co/APRl5hxu1k"
10251,"We must stop adding more fossil fuels to the climate fire 🔥 
#ClimateAction #ClimateCrisis #ClimateChangeAwarenes #ExtinctionRebellion #FridaysForFuture #ClimateReport #nocoal"
10253,RECLAIMING MY TIME!!!!!. #RespectNature 🌴🌳#FridaysForFuture 🌎🌍🌏 #SaveAmazônia 🌲#UprootTheSystem #ClimateAction #ClimateStrike #FaceTheClimateEmergency.Fridays For Future.📷 https://t.co/3Tuh2PID7x
10255,"In climate crisis no one is left behind.
The earlier we act on climate crisis,the better for you.
#fridaysforfuture
#ClimateBrawl 
@GeraldKutney @Sdg13Un @AaravSeth_ @Melbourne_7 @ThomasCOTTINET @vanessa_vash @KambojAnanya @JanineClimate @GretaThunberg @ashokgehlot51 https://t.co/5RO406Nu1X"
10265,"notiammex: RT @mamdougindo: I'll be out every Friday at noon to sound the #ClimateEmergency alarm! #FridaysForFuture Come join me if you're in #Kenosha! At ""the triangle"". 39th Ave 75th St and Roosevelt Rd.

I'm so grateful for everyone who came out this… https://t.co/nApmQ5AWIj"
10268,@tylersteinhrdt The solutions exist implement them #gocarfree #istayontheground #eatonlyplants #shopstop #stopecocide #FridaysForFuture https://t.co/cQQyvMk2lt
10269,"Yes, it's #FridaysForFuture &amp; the #Nannas were out supporting students &amp; community members at the #ClimateStrike in Taree, demanding any wannabes politicans or party's they must #FundSolutionsNotPollution

We need you to #VoteForOurFutures 
#Vote4ClimateAction 
#GiveKidsyourVote https://t.co/ofmWLNAiQo"
10278,"Let us stand in solidarity with climate activists from Uganda. We are currently receiving threats from the political leaders concerning our activism to #StopEACOP.
All we want is #ClimateJustice. I am UNSTOPPABLE.
@GretaThunberg @vanessa_vash
#FridaysForFuture #ClimateAction https://t.co/oIvAto73WA"
10291,"Proud to be a contributor in The World's Oceans: Geography, History, and Environment and virtually stand with young people who pledge action for urgent climate change. #KidLit4Climate #FridaysForFuture @ABC_CLIO https://t.co/PKnIAsWsAN"
10296,"It's Time to Overhaul the Chemical Industry

https://t.co/00ZSiXxuUo

#FossilFuels
#ClimateCrisis
#FossilFuelSubsidies
#Pollution
#ChemicalPollution
#PlasticPolluton
#FridaysForFuture
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees"
10309,"‘On the eve’ of @COP26 last year I posted the tweet below. Bear in mind that time is relative. Nevertheless, #ClimateChange remains a most urgent human crisis, a global emergency.
@AlokSharma_RDG @TimmermansEU @GretaThunberg @ClimateEnvoy @andersen_inger 
#FridaysForFuture"
10311,"Let's get this action on the FFF map of actions!
#twiff, 4, #FridaysForFuture, New Zealand, Wellington, 03-06-2022"
10312,"@GeraldKutney @CailinasEirinn @SaleemulHuq @Jackthelad1947 @kirillklip @KAdnoub @ECOWARRIORSS @AdamRogers2030 @blanketcrap @carlyinNJ @Jilliemary @a_fly_guy @NJdoc @ProfStrachan @CapaTosta122 @JanZaxBee @pegb_ @restorm @elder_jodi @TheStephenRalph @Totalrecoverys1 @FrackHazReveal @BrokenTwitty @krollteri @61Mudu @Wipapa5 @VT_Gemini @khtagh @lahautj @Hroadie @Jossfjh @kangabella @Eddie72J @artytrace @lkafle @AntonBoym @RosieM1919 @AuroraBlogspot @Betterw05759703 @ElizaWallace27 @awilliams_a @emocionycambio @richardweiner @brianoloughlin9 @thewebbix @dnauerbach13 Why Do We Have All These ""Natural"" Disasters?
There's Nothing Natural About #ClimateBreakDown!

Kindly RT, Thanks!

#ClimateCrisis #ClimateAction
#Carbon #Sustainability
#SDGs #DemVoice1
#FridaysForFuture
#CO2 #Renewables
@ckkoch3 @jjj5819 @SamONeillSA

https://t.co/9g64LdEcAo"
10325,"49.02% of UK electricity demand is currently being generated by our wind farms (19.50GW including embedded/ unmetered output), far more than any other source and nearly FIVE times #nuclear plant generation. #Saturday #Ukraine #UkraineWar #FridaysForFuture https://t.co/DQTRzXmSVp"
10331,"We demand  for Climate Action  and Climate Justice. 
We Are Unstoppable.
@Riseupmovt #FridaysForFuture https://t.co/3nYc8vJJlI"
10341,"Week 103. I’m out doing a forest inventory today in an area planned to be cut to build more housing, which in other words is deforestation. Forests like these need to be protected as they important in our fight against the climate and biodiversity crises. #FridaysForFuture https://t.co/HNjKAVhivq"
10348,"Make NO mistake: the #EvilRich will cling to power even as the #ClimateCrisis worsens.📈🤨🤑

Part of #ClimateAction is #voting in leaders who will curb #BigOil's #political leverage, putting #sustainability FIRST. Consumers buying #renewable goods also helps.✅ #FridaysForFuture"
10354,"#FridaysForFuture #ClimateCrisis 
#ClimateJustice #ClimateAction 

  “Earth provides enough to satisfy
    every man’s needs, but not every
    man’s greed”- Gandhi

There Is No Planet B   🌏 https://t.co/a01lv9GgEp"
10356,"#FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming 

You've been fooled by Greta Thunberg:"
10382,"OIL SPILLAGE KILLS AQUATIC ANIMALS #UprootTheSystem #FridaysForFuture #ClimateAction 
#ExtinctionRebellion https://t.co/q2WaVLJGso"
10392,"#ClimateStrike in the climate strike on israel today. 
#FridaysForFuture
#PeoplenotProfits 
#ClimateLawForLife https://t.co/OB6KL7r3Zc"
10396,"The Global North #COP27 can fund #LossAndDamage, adaptation &amp; mitigation and not #NotGasAfrica while working on @fossiltreaty . The #G20 just need to #FollowTheMoney. 
Send this letter for my #FridaysForFuture my friends please.
⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️
https://t.co/8UFA78Dzm1 https://t.co/l5R41mpVVJ"
10402,"Climate change is a planetary crisis.we've Got to act and we have to act Bodily
#uprootthesystem #fridaysforfuture #climatecrisis #ClimateJustice @gretathunberg @kevin_mtai @polly_njiri @vanessanakate1 @deniseayebare @fridaysforfuture @fridaysforfuturemapa @lossdamageyouth @IYCM https://t.co/vtYB89tz5H"
10404,"Jacob Rees-Mogg is commenting #climatecrisis and #FridaysForFuture :
„Britain must get every cubic inch of gas out of North Sea“ https://t.co/ULfRnUIQs9"
10414,"Stream or download #SaveTheWorld today for @GretaThunberg's #FridaysForFuture MAPA today! 

Get involved with our #DigCitSDGs month of action as @ThePhoenixRose challenges us to get involved! Use this link to connect to your fav music platform:  https://t.co/F84FNkf83D 🎶🌀🌏 https://t.co/4tebR7jipu"
10417,"Is THIS the Real Reason Weather is Getting Wilder?

https://t.co/9rpRoenKMz

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateAlliance
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees"
10419,"Today, a group of scientists at #7IMDC in #Busan gathered in support of the #ClimateStrike and the other day group of activist gathered to say #stopplasticproduction at same place
#ClimateCrisis
@MelanieBergma18 @BCarneyAlmroth
@brkfreeplastic
@GretaThunberg
#FridaysForFuture https://t.co/MKn4Jt6Lfx"
10423,@Shevans9104 @paulmurphy_TD You could always go outside and do the #FridaysForFuture #SchoolProtest ? You would be warmer at least.
10425,"If anyone in the Toronto area wants to take a stand for #ClimateActionNow, please join @glen1macdonald and me at 11 a.m. every #FridaysForFuture at the south end of Queen's Park. The next one, number 15, is on Friday the 25th of February. BYOSigns."
10428,"Northern Arizona Climate Change Alliance in collaboration with #FridaysforFuture presents an exciting opportunity. Mark Your Calendar, on September 23rd from 4-6 PM at #HeritageSquare, #Flagstaff! 

#slowclimate #Sep23  #Action #peoplenotprofit #NAZCCA #AZClimate https://t.co/3ZHWcRGoIl"
10443,Why do the countries which cause the least climate change suffer the most from it? &gt;&gt; Denmark Will Pay ‘Loss and Damage’ to Developing Countries for Climate Change Impacts | @SmithsonianMag  https://t.co/UQdCdt1sFz #climate #PeopleNotProfit #FridaysForFuture #ClimateStrike
10448,"How do we not capitulate or succumb ot impotency and despair, and take action on #ClimateCrisis ?

https://t.co/9ORoOP4vO1

@TomsTweeters @f4fYStrikers @GeraldKutney @JanineClimate @endelstamberg @FFF_Jour
#FridaysForFuture
#ClimateDenial
#EndFossilFuels
#twiff
#ClimateTalk"
10467,"#FridaysForFuture tune for this week is ""How you like that"" by Blackpink, who are advocates for the UN's Sustainable Development Goals. Many K-Pop artists are now bringing attention to climate and planet. Every little helps... https://t.co/HxQOMHmfnf"
10469,"Why Climate Action Needs a Gender Focus: 
https://t.co/nTvs2w2eDW 
#FridaysForFuture"
10489,"I will say it again Educated Girls make strong Climate and Human Rights defenders.
@MalalaFund @Riseupmovt @Fridays4future 
#EducateGirlsForClimateJustice
#LetAfghanGirlsLearn
#FridaysForFuture https://t.co/f2qrtZEk4y"
10503,"Please call Congress (both parties) to pass climate legislation to cut climate pollution 50% or more by 2030.

In Iowa:

Grassley: 202-224-3744
Ernst: 202-224-3254
Hinson: 202-225-2911
Miller-Meeks: 202-225-6576
Axne: 202-225-5476
Feenstra: 202-225-4426

#FridaysForFuture"
10505,"More truth!!! Govt + Systems Change = Planetary Survival + Citizens Assemblies = Our Only Hope 
#ecocide fuels #war  #ActNow 
UK #PCSCBill CANADA #EmergenciesAct #FridaysForFuture #UprootTheSystem #ExtinctionRebellion"
10510,Noch mehr #Klimaerwärmung. LIMA’S COLDEST NIGHT SINCE 1996; SOUTH AFRICA SHIVERS; NORTH AMERICAN OAT SHORTAGE; + U.S. CORN BELT ALREADY SUFFERING FROM LATE PLANTING #Klimakrise #Fridaysforfuture #Klimaschwindel #Klimakatastrophe   https://t.co/ND6c9FduOh
10518,"Children need to understand the importance of conserving the environment. The actions they take today are the actions that will lead to a healthy &amp; happy future.

Engage. Empower. Inspire 

#ClimateCrisis #FridaysForFuture #SaveSoil #conservation #ClimateEmergency #COP27 https://t.co/r6SBAE9Z93"
10531,#UniClimateStrike in St.Gallen. The Swiss government doesnt follow the Paris agreement. And Switzerland is connected to the financial/fossil industry which is backing up the climate breakdown and the war. #FridaysForFuture #PeopleForFuture https://t.co/WMQhsWfD6K
10536,"#FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis  #ClimateAction #GlobalWarming        

You've been fooled by Greta Thunberg:"
10540,"@KwasiKwarteng Windy isn't it? IEA on hydrogen production =830 million tonnes of carbon dioxide per year, equiv. to CO2 emissions of UK + Indonesia combined.
Nuclear isn't low-carbon #netzero. #Fridaysforfuture #energyefficiency waste.
https://t.co/A9JhKjRrci #esg #climatecrisis #sustainability"
10551,"Fridays for Future in #Potsdam today, protesting against the war and our  destruction of nature and climate! Here Anna Duksch is speaking for @FFFPotsdam @FFF_Brandenburg @sciforfuture. 
#PeopleNotProfit #FridaysForFuture https://t.co/HrTBt0RTfA"
10553,"is our future really secured? when deforestation and pollution is still progressing, is this really normal, yet it affects our climate??.......

#climatechangegreen #fridaysforfuture #gretathunberg #greta #nature #earth #environment #green #love #gogreen #future #nature https://t.co/TEr0G7J94Y"
10558,"We grieve with the families in Mbale who have lost loved ones. 
The adverse effects of climate change are not as distant as many imagined, the calls of the young people in #FridaysForFuture  &amp; school climate strikes are validated albeit in catastrophe. We must act and do so NOW! https://t.co/bJ5YDhe0Hl"
10560,"Climate change documentary earns #AnnArbor student prize from C-SPAN ----&gt; https://t.co/zMs3vWNBY0

#SchoolsandClimateAction #climatestudents #actonclimate #FridaysForFuture #climateemergency #climateactionsYOUcantake @StudentCam @cspan @great_thunberg https://t.co/s8Ji7Rs48n"
10567,"We demand for #LossAndDamageFinanceNow #PeopleNotProfit #WeAreIndigenous #wedeservebetter 

@fridays_kenya @Fridays4future1 @Fridays4future #FridaysForFuture https://t.co/6qS1DsdaCh"
10571,"Week 170. Join us next Friday for global climate strike
Recent events show we need Govts, world leaders &amp; big corporate to prioritise #PeopleNotProfit
Find a strike here: https://t.co/IhaKvFSgHJ

What do we want ? CLIMATE JUSTICE !!
When do we want it ? NOW !!

#FridaysForFuture https://t.co/Gxy17AB7W4"
10572,"#ClimateLeader Greta and an International group of #ClimateStrike’rs braving the cold in Stockholm for Week 227. New messaging this week;

‘We are in a #ClimateCrisis. It won’t be taking a holiday and neither will we.’

The #FridaysForFuture will carry on regardless of season. TY"
10584,"World spends $1.8tn a year on subsidies that harm environment, study finds 
#PeopleNotProfit #RestoreNature #FridaysForFuture #march25th 
https://t.co/qgosF6CTeB"
10586,"GretaThunberg: RT @Zipat_YN: We can no longer let the people in power decide what hope is. Hope is not passive. Hope is not blah, blah, blah. Hope is telling the truth. Hope is taking action. And hope always comes from the people.
#FridaysForFuture
#Peop… https://t.co/cSjve3xyIL"
10588,"#ClimateStrike Week 22

#FridaysForFuture #UprootTheSystem #ClimateEmergency
#FightFor1Point5
#StandWithUkraine
#ProfitNotPeople
@GretaThunberg https://t.co/XJePsGYuWe"
10600,"@antonioguterres @BBCWorld I've become a sceptic about the intelligence of the human race over the years. Now it seems we are stuck in Fear, Denial, Ignorance, and Stupidity. We are simply out of time, and no one is listening.
@ExtinctionR @UNFCCC @GretaThunberg   #PeopleNotProfit #FridaysForFuture https://t.co/hU7CP42745"
10601,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
10603,"United Nations: We Can’t Halt Climate Change Without Cutting Out Meat

https://t.co/WXfrXCsw5R

#ClimateCrisis
#MatOchKlimat
#ClimateTalk
#FridaysForFuture
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees https://t.co/2wq0IoD8Df"
10616,"Planet over Profit 🌎

#PeopleNotProfit
#ClimateStrike
#FridaysForFuture 
#ClimateAction
#Twiff
@GretaThunberg 
@Fridays4future https://t.co/DmPx4axkOu"
10627,"Nice work, thank you

#Fridaysforfuture
#SS4C
#SchoolStrike4Climate

#May6

#Twiff, 20, #ClimateAction"
10628,"@GretaThunberg I'm sure you will donate all your earnings like Luisa Neubauer to important climate projects and to take a strong sign against capitalism.
#FridaysForFuture
#ClimateEmergency
#systemchange"
10637,"The water crisis is much deeper than we ever thought!!

Water is the new gold!

https://t.co/I9GQOl4Hkc

#Pollution
#searubbish
#WaterPollution
#SaveOurSeas
#ClimateTalk
#FridaysForFuture
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees"
10645,"As the #GlobalClimateStrike takes to the streets today, we spoke to Ukrainian climate activist @ilyess_ek.

His story and other activists inspiring us to fight #ClimateChange ↓ https://t.co/lRDWgotFdu #FridaysForFuture"
10647,"#ClimateStrike #Greenwashing #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange  #FridaysForFuture #Renewables 

Solar + batteries = 265g CO2 kWh.
450g = soil rich with CO2 destroyed (installation) +
Toxic waste dump from panels production."
10651,"“What do we want? Climate justice!
When do we want it? Now!”

#FridaysForFuture resounds loud &amp; clear in the Municipal Building.

Amidst so many urgent crises, young people are demanding that we stay focused on the most existential one.

https://t.co/VGZA0ec7iO https://t.co/5NRpdvdqLO"
10652,"Turn this Thames brownfield site into a recreation park with fresh and free outdoor swimming! 

Designed with nature and community at heart. 

https://t.co/w6SG82yoQY

#FridayMorning #FridayFeeling #FridayMotivation #Heatwave #FridaysForFuture #London"
10653,"The kids are not alright, born to consume, however we try to pseudo sustainable greenwash it, in a world of excess and a lifestyle we are told we must have. Question everything #FridaysForFuture #greenwashing #InfluencerMarketing 
https://t.co/huEK2KsAJT"
10654,"#GlobalWarming #FridaysForFuture #ClimateChange   #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion  #ClimateAction #ClimateCrisis  

Solar + batteries = 265g CO2 kWh.
450g = soil rich with CO2 destroyed (installation) +
Toxic waste dump from panels production."
10655,"Today in T'karonto starting at Queens Park at 2pm!
#PeopleNotProfits #WaterIsLife #FridaysForFuture #ClimateStrike"
10661,"This. This right here means so much to me. Seeing my friends stand together for a common cause as we await the climate strike tomorrow. I am so grateful.
#fridaysforfuture
#climateisreal https://t.co/q2n104QAQZ"
10664,"Calling for action now.
#schoolstrikeforclimate
#FridaysForFuture https://t.co/uHL9vSlksj"
10678,"#FFF #FridaysForFuture #FightFor15 #climatecrisis #klimaatcrisis 

KEEP GOING!

HOU VOL! https://t.co/x7ztKQBF78"
10687,"It was a pleasure to award Broadfield Community Primary School their Silver #WildChallenge award. They've been busy making homes, food and exploring nature. To see what activities you can do click here; https://t.co/SVA7XfLBNy #FridaysforFuture #Teachers https://t.co/8deeh5QkLC"
10699,"Ella, one @c3climate's teen interns, is amazing! You can check out the full video of her interview at https://t.co/D6qtaAO3DP. #youth #fridaysforfuture #actonclimate"
10702,"It's a new year! &amp; it is time for policy implementation to stop climate catastrophe
We need to think critically &amp; radically to re-strategise on how we can achieve #ClimateJustice within the time we have left

How do you think we can carry on fighting for equity? #FridaysForFuture https://t.co/my0jrykqWX"
10703,"Isn’t Mitch “Climate change is just alright with me” McConnell from Kentucky? @LeaderMcConnell #fridaysforfuture At least 3 dead in eastern Kentucky flooding, and “hundreds will lose their homes,” governor says - CNN https://t.co/2zz1S1FuNK"
10706,"If it is up to us, we should be in the streets every #FridaysForFuture demanding serious #ClimateActionNow. Stop subsidies and all new fossil fuels projects now. Enact transformative economic and tax reforms that make climate-positive choices cheaper than climate-negative ones."
10707,"Our Planet is not doomed if we raise our voice in a concerted way towards solutions, the most effective being to #SaveSoil. 

We still have a chance. Let us make it happen!!
#ClimateCrisis #FridaysForFuture #ConsciousPlanet 

https://t.co/qxASM9M4NJ"
10715,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
10716,Nasa scientist weeps during climate crisis protest: ‘We’ve been trying to warn you’ #FridaysForFuture #PeopleNotProfit https://t.co/c5nfXkcmP4 via @flipboard
10718,"This month, our focus is on climate change and its corresponding impact.

#climatechange #savetheplanet #sustainability #climateaction #sustainable #conservation #environment #ecoconscious #fridaysforfuture #earth #globalwarming https://t.co/GkXPCcVo2K"
10723,"@FacingFutureNow @ClimateBen @odcc_int @JRWeaver55 @ExtinctionR @WeDontHaveTime @pmagn @ChichesterXR @XRCamden @ClimatePsych Thank you for your work! It gives me hope! 🙏

I am a politician for Stockholm Region!

Sorry for failing to get Stockholm Region to create a plan to stay under 1.5C warming! 😬

Week 183, Feb 18
#Fridaysforfuture #PeopleNotProfit #StopEACOP
#ClimateStrike
https://t.co/cYbm730CLV"
10725,"How Climate Change Could Impact Your Skin

https://t.co/FpDnZ5irhG

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateAlliance
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees"
10730,Climate strike week 207. #FridaysForFuture #ClimateStrike https://t.co/0zjeQexfPo
10743,"SaBEEne in her natural gracility
believes she was a model of civility,
but many say that she
was just a wannaBEE:
infamous for nonsensibility.

#FridaysForFuture #wwf #AnimalRights #greenpeace https://t.co/gBdVc2KGaF"
10744,"#EnoughlsEnough PEOPLE POWER -  HIGH TIME TO STEP IT UP CANADA!!!  #ActNow #CivilResistance #JustStopOil #NoNewOil  #greenpeace #ExtinctionRebellion #FridaysForFuture  #ecocide🔥#war🇬🇧#PCSCBill 🇨🇦#EmergenciesAct Govt+SystemsChange=Planetary
Survival+CitizensAssemblies=OurOnlyHope"
10750,"Now and always Fight For 1.5. #FridaysForFuture #PeopleOverProfit. With the #Youth. For the Youth. For our common and prosperous #future, and that of all #life on #Earth."
10761,we have to wage war against fossil fuel companies because they are earning from the destruction of our planet  @GretaThunberg @vanessa_vash #climatejusticenow #ClimateAction #environmentalprotection #FridaysForFuture #ClimateEmergency #UprootTheSystem https://t.co/8YPuhUXcgm
10764,"FIRST FRIDAY BACK I MISSED THIS SO MUCH

#schoolstrike4climate #climatestrike #fridaysforfuture #climatecrisis #ClimateEmergency https://t.co/UUZ30OLqfI"
10766,"#ClimateChange  #Greenwashing  #Renewables    #ClimateStrike  #ExtinctionRebellion   #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture   

You've been fooled by Greta Thunberg:"
10768,"#Renewables   #Greenwashing   #ClimateStrike #ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming  #FridaysForFuture #ClimateChange            

You've been fooled by Greta Thunberg:"
10770,It's Friday and my support goes to #FridaysForFuture #ClimateStrikeOnline #ClimateStrike
10771,"#ExtinctionRebellion  #ClimateCrisis   #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing   #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg, Thacker Pass:"
10775,"@BILD Look, #Germany this is how we do it! #KlimaKleber #Vermeer #FridaysForFuture #LetzteGeneration. Jail them all."
10776,Fabulous #FridaysForFuture is back! #peoplenotprofit
10789,"🌡☀️Longer &amp; more intense #heatwaves
🌡🌏Atmospheric #CO2 is rising
🌡☀️The greenhouse gasses are rising

The changing climate is a worrying problem 🌍 #ClimateCrisis #FridaysForFuture #AdaptOurWorld https://t.co/LMhTz2rvJt"
10797,"Old growth forests support people, communities, jobs, plants and animals. These forests are a huge reservoir for carbon and support amazing biodiversity. They are critical to our success in avoiding the worst consequences of the climate crisis.
#fridaysforfuture #oldgrowth https://t.co/B6qWEeWD7N"
10801,My week 46th my #ClimateStrike in japan #FridaysForFuture #NoWar https://t.co/LpKCpiWFus
10803,"Great to be with friends old and new for the #FridaysForFuture #ClimateStrike in Coos Bay, Oregon today. First, we defeated the cracked gas pipeline. Next, we’re going to Congress. Because #ClimateCantWait https://t.co/Wai19LLxJ5"
10812,"Start Today! 

#ClimateActionNow #FridaysForFuture #lesotho https://t.co/RCVoSyAtwF"
