index,label
17521,0
17524,1
17527,1
17538,0
17543,0
17545,0
17546,0
17547,0
17548,0
17551,0
17553,0
17568,0
17575,0
17578,0
17586,0
17593,0
17595,0
17598,1
17620,0
17628,1
17631,0
17633,0
17634,1
17644,0
17651,0
17655,0
17657,0
17658,0
17671,0
17678,0
17703,0
17704,1
17706,0
17711,0
17718,0
17734,0
17741,0
17751,0
17753,0
17763,0
17765,0
17767,0
17785,0
17789,0
17797,0
17801,0
17814,0
17815,0
17849,1
17861,1
17865,0
17870,0
17874,0
17887,0
17893,0
17894,0
17900,0
17914,1
17924,0
17927,1
17932,0
17938,0
17944,1
17947,0
17972,0
17987,0
18003,0
18008,0
18015,0
18022,0
18027,0
18039,0
18040,1
18047,0
18053,0
18056,0
18061,0
18073,0
18083,0
18088,0
18089,0
18102,0
18112,0
18126,0
18129,1
18139,0
18141,0
18145,0
18151,1
18153,0
18164,0
18165,0
18169,0
18187,0
18193,0
18196,0
18199,0
18204,0
18212,0
18214,0
18215,0
18217,0
18219,0
18221,0
18225,0
18226,0
18244,0
18262,0
18275,0
18278,1
18283,0
18285,0
18287,1
18288,0
18293,0
18299,0
18303,0
18308,0
18323,0
18341,0
18352,0
18358,1
18360,0
18364,0
18368,0
18370,0
18385,0
18386,0
18387,0
18390,0
18396,0
18401,0
18407,0
18409,0
18410,0
18423,0
18440,0
18441,0
18443,0
18450,0
18463,0
18464,0
18480,0
18494,0
18501,0
18503,0
18530,0
18547,0
18549,0
18555,0
18560,0
18561,0
18582,1
18596,0
18607,0
18612,0
18622,0
18623,0
18637,1
18641,0
18646,0
18651,0
18652,0
18662,0
18663,1
18670,0
18672,1
18676,0
18679,0
18692,0
18702,0
18738,1
18760,0
18761,1
18768,0
18771,0
18773,0
18776,0
18778,0
18783,0
18794,0
18798,0
18801,0
18807,0
18809,0
18827,1
18829,0
18831,0
18832,0
18847,0
18858,0
18861,1
18867,1
18868,0
18879,0
18903,0
18905,0
18909,0
18910,0
18912,0
18917,0
18921,0
18931,0
18936,0
18946,0
18949,0
18964,0
18968,0
18971,0
18974,0
18975,0
18978,0
18987,0
18991,0
18994,0
18995,0
19020,0
19029,0
19031,0
19037,0
19042,0
19045,1
19053,0
19058,0
19070,0
19071,0
19085,0
19098,1
19102,0
19103,1
19109,0
19110,0
19111,0
19116,0
19123,1
19125,0
19127,0
19133,0
19141,0
19146,1
19161,0
19172,0
19178,0
19195,0
19198,0
19206,0
19209,0
19222,1
19239,0
19250,0
19258,0
19264,0
19271,0
19272,0
19281,0
19289,0
19308,0
19316,0
19318,0
19331,0
19332,0
19339,0
19343,0
19345,0
19349,1
19351,0
19352,0
19361,0
19367,0
19370,0
19392,0
19396,0
19397,0
19400,0
19403,0
19422,0
19433,0
19445,0
19458,0
19464,0
19468,0
19470,0
19473,0
19477,0
19479,0
19480,0
19481,0
19495,0
19501,0
19502,0
19512,0
19525,0
19526,0
19530,0
19531,0
19541,0
19553,1
19568,0
19573,0
19576,0
19581,0
19590,0
19599,0
19600,0
19602,0
19614,0
19621,0
19632,1
19644,0
19645,0
19648,0
19654,0
19656,1
19657,0
19659,1
19667,0
19670,0
19676,1
19680,0
19682,1
19684,0
19704,0
19711,0
19726,0
19730,0
19736,0
19742,0
19743,0
19746,0
19749,0
19757,0
19772,0
19781,0
19791,0
19812,0
19816,0
19822,0
19832,0
19835,0
19837,0
19844,1
19849,0
19859,0
19876,0
19883,0
19886,0
19887,0
19895,0
19896,0
19906,0
19912,0
19916,0
19929,0
19934,0
19937,0
19941,0
19956,0
19968,0
19975,0
19976,0
19983,0
19995,0
20002,0
20004,0
20013,0
20017,0
20018,0
20025,0
20028,0
20029,0
20030,0
20035,0
20040,0
20045,0
20046,0
20052,1
20056,0
20072,0
20076,0
20084,0
20089,0
20093,0
20095,0
20099,0
20100,0
20131,0
20132,0
20134,0
20144,0
20149,0
20162,0
20165,0
20168,0
20170,0
20173,0
20185,0
20210,0
20229,0
20236,1
20240,0
20251,0
20252,0
20261,1
20264,0
20266,0
20284,0
20295,0
20303,1
20312,0
20313,0
20317,0
20318,1
20321,0
20327,0
20336,0
20338,0
20340,1
20349,0
20350,0
20373,0
20374,0
20376,0
20378,0
20392,1
20402,1
20405,0
