index,tweet
11559,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
11625,"@NationalGridESO @RoyalFamily + allowing #Fridaysforfuture burning of biomass/forests/wood pellets at Drax @draxgroup et al is not decarbonisation; its greenwashing #netzero #NDCs #attackonnature #freeAlaa @Royalfamily #naturalcapital #biodiversityloss #generationrestoration @COP26 #esg
#Earthshot to pieces"
11689,"After 37 years at work and 30 #FridaysForFuture at Queen's Park, I agree that quiet protests are an absolute failure. What is needed is widespread civil disobedience, we need to make BAU really uncomfortable, which means disrupting and inconveniencing politicians and businesses."
11735,"There’s no dignity when there’s no water. We are suffering due to the acts of criminal corporations that keep on profiting from our misery. We want #PeopleNotProfit #WeAreIndigenous #wedeservebetter #StandWithMaasai  
#ClimateStrike #FridaysForFuture https://t.co/MTNoKr25Xa"
11744,The #dreadlocks has made it into German mainstream discourse thanks to #FridaysforFuture and cis-white men won’t stop dominating the discourse saying how “ridiculous” they find it instead of shutting up and listening from those whom this is about!
11880,"#ExtinctionRebellion  #ClimateStrike #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange #Renewables  #Greenwashing                

You've been fooled by Greta Thunberg:"
11883,"#ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange #Renewables  #Greenwashing #ClimateStrike 

You've been fooled by Greta Thunberg:"
11923,"The situation in the Netherlands are just as sinister as it look like. 
This is the end game of the ecco-communists à la #FridaysForFuture and #GretaThunberg | #boereninopstand  #NoFarmersNoFood #klimat #eupol #dkpol #svpol #ClimateAction #UN https://t.co/BprFzOCEjH"
12054,@fff_ukraine @ilyess_ek 🐺🌍🌏🌎https://t.co/fWEtk1gf8r SHIVERS Ed Sheeran GLOBAL CITIZENS https://t.co/NRmV4xF0mr  https://t.co/stWb5oDt39 'DIGGING OUT' ROTTEN ROOTS OF GOVERNMENT MISMANAGEMENT UK IN OUR CLIMATE CRISIS #Fraud #EndSARS #JohnsonOut38 #FridaysForFuture #Cronyism https://t.co/R1xWcsyl73
12061,"Remember back when Trump rolled back more than 100 #environmental rules? Now SCOTUS restricts the agency tasked with keeping us safe. Who benefits from this nonsense? 
@EPA @RogueEPAstaff  @altUSEPA  #ClimateCrisis #FridaysForFuture  

https://t.co/ruj73bHvni"
12069,"#FridaysForFuture  #ExtinctionRebellion 
How Naomi Klein, Josh Fox, 
George Monbiot, Ketan Joshi,  and many more lie to us

Every day. On #ClimateChange &amp; #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:"
12143,"Outright Lies from August Pfluger, Tax credits go specifically to green manufactures that source the raw materials from the US #sunrisemvmt #ClimateCrisis #WaterIsLife #ClimateEmergency #Globalwarming #FridaysForFuture #Youth4Climate #ActOnClimate"
12208,"#ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #Renewables #ClimateStrike #Greenwashing #ExtinctionRebellion 

You've been fooled by Greta Thunberg:"
12234,"Elections matter.  Stop electing climate deniers and fossil fuels industry puppets.
#PeopleNotProfit #ActOnClimate #Australia #auspol #ClimateCrisis #ExtinctionRebellion #environment #FFF #FridaysForFuture"
12235,"#ExtinctionRebellion #ClimateCrisis #ClimateAction  #GlobalWarming   #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables  #ClimateStrike 

You've been fooled by Greta Thunberg:"
12294,"I will fight the Pope and hunters any day on this one.

Most anyone can have kids, but that doesn't mean we have the land to feed them.

Produce farms and trees over factory farms ANY FREAKING DAY.

#FridaysForFuture #FarmableLand https://t.co/S7CXQ7oJ4h"
12334,"What do #PutinsWar &amp; #ClimateCrisis have in common?

Both are moral failures, illegal &amp; are reduced when we reduce #FossilFuels &amp; #Oligarchs power!

Week 186 March 11

#ClimateEmergency  #StopEACOP #ecocide #Peace4Climate 

#twiff, 2, #FridaysForFuture #Sweden,, Svedmyra https://t.co/jRbd27f9Sl"
12341,"#Renewables #Greenwashing     #ClimateStrike  #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange          

You've been fooled by Greta Thunberg:"
12362,"#ClimateStrike #Renewables #Greenwashing #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture  

You've been fooled by Greta Thunberg:"
12380,@dw_environment @Luisamneubauer @Fridays4future #FridaysForFuture has remained influenced by strong left ideology/persons and denies the science using (existing) nuclear in climate/independence policies.
12606,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
12728,"#ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike

You've been fooled by Greta Thunberg:"
12759,"#ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture   

You've been fooled by Greta Thunberg:"
12775,"#FridaysForFuture  #ExtinctionRebellion 
How Naomi Klein, Josh Fox, 
George Monbiot, Ketan Joshi, and many more lie to us

Every day. On #ClimateChange &amp; #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:"
12785,"#FridaysForFuture #ClimateStrike #Renewables #Greenwashing  #ExtinctionRebellion  #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange 

You've been fooled by Greta Thunberg:"
12857,"#ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing     

You've been fooled by Greta Thunberg:"
12882,"#GlobalWarming #FridaysForFuture   #ClimateChange #Greenwashing #Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction        

You've been fooled by Greta Thunberg:"
12904,"#FridaysForFuture  #ExtinctionRebellion 
How Naomi Klein, Josh Fox, 
George Monbiot, Ketan Joshi,  and many more lie to us

Every day. On #ClimateChange &amp; #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:"
12983,"#Renewables  #Greenwashing #ClimateStrike  #ExtinctionRebellion  #ClimateCrisis  #ClimateAction  #GlobalWarming #FridaysForFuture #ClimateChange      

You've been fooled by Greta Thunberg:"
13015,"If any politicians you encounter tomorrow have been reluctant about #ClimateActionNow and/or providing #Reparations for #LossAndDamage, PLEASE trap them in a #WallPinOfLove (or, in this case, confrontation)!!!
#GlobalClimateStrike #FridaysForFuture #PeopleNotProfit @GretaThunberg https://t.co/0sAp7PQe6y"
13192,"@AzzaMatar This is the Egyptian government's way to preserve the environment and fight climate change, the massacres of trees in Egypt.
@COP26 
@GretaThunberg 
#FridaysForFuture 
@UNFCCC 
@T2051MCC"
13234,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
13296,"#ClimateChange #Greenwashing  #Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture 

You've been fooled by Greta Thunberg:"
13324,"#ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis       

You've been fooled by Greta Thunberg:"
13363,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
13368,"#ClimateCrisis #GlobalWarming #ClimateChange  #FridaysForFuture #ClimateStrike #Renewables #Greenwashing #ExtinctionRebellion #ClimateAction    

You've been fooled by Greta Thunberg:"
13413,"This is the typical middle aged italian man reaction towards climate change protesting movements: ""Cowards, jail them !!!"" .
They do not a give a shit if the whole planet is FUCKED, but do not dare to touch one single paint !
#ClimateEmergency #ClimateAction #FridaysForFuture"
13631,"Contemptible war machine; the U.S. military industrial complex!! 

https://t.co/n6NH65v2uX

#pollution 
#AirPollution 
#ClimateCrisis
#FridaysForFuture
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees 
#twiff, 1, #Fridaysforfuture, Pakistan, Islamabad"
13688,"#ClimateChange #Renewables  #Greenwashing   #ClimateStrike #ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming  #FridaysForFuture            

You've been fooled by Greta Thunberg:
https://t.co/16v1D8AO1r"
13756,"#Greenwashing  #ExtinctionRebellion  #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #ClimateStrike #Renewables 

You've been fooled by Greta Thunberg:"
13783,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
13797,"#FridaysForFuture   #ClimateChange #Greenwashing #Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming       

You've been fooled by Greta Thunberg:"
13942,"#FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis  #ClimateAction #GlobalWarming        

You've been fooled by Greta Thunberg:"
14034,"#Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture   #ClimateChange  #Greenwashing      

You've been fooled by Greta Thunberg:"
14068,"#FridaysForFuture #ClimateChange #Renewables #Greenwashing  #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis  #GlobalWarming    

You've been fooled by Greta Thunberg:"
14092,"#ExtinctionRebellion  #ClimateCrisis   #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing   #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg:"
14094,"#ClimateCrisis #ClimateAction   #GlobalWarming #FridaysForFuture   #ClimateChange #Greenwashing #Renewables  #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
14158,"#GlobalWarming #FridaysForFuture #ClimateChange #Renewables  #Greenwashing   #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction               

You've been fooled by Greta Thunberg:"
14223,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture    #ClimateChange #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
14238,"#ExtinctionRebellion  #ClimateStrike #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange #Renewables  #Greenwashing                

You've been fooled by Greta Thunberg:"
14241,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing  #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
14249,"#ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing  

You've been fooled by Greta Thunberg, read this thread from top to bottom:"
14261,"#ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis       

You've been fooled by Greta Thunberg:"
14285,"#ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion                   

You've been fooled by Greta Thunberg:"
14297,"#Renewables #Greenwashing     #ClimateStrike  #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange          

You've been fooled by Greta Thunberg:"
14305,"#ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing  #ClimateStrike #ExtinctionRebellion    

You've been fooled by Greta Thunberg:"
14354,"#ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing  

You've been fooled by Greta Thunberg, read this thread from top to bottom:"
14399,"#ClimateStrike   #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange #Renewables #Greenwashing   

You've been fooled by Greta Thunberg:"
14468,"#ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion  #ClimateAction      

You've been fooled by Greta Thunberg:"
14973,Dr Peter G Kinesa's Digest : #FckTesla - #Greta is Right - #FridaysForFuture https://t.co/NZ1HVZyTfP #Greta #climate #BOE #resources #Ecology #Firdaysforfuture #Children #collateraldamage #FckTesla #Elon​ ​https://t.co/Skq41QZRtD
15005,"Why Climate Change Denial Still Exists In The U.S.? 

Honestly, this question shouldn't have been asked, cuz the answer is as clear as hell: It's DJT behind most of it..

https://t.co/Ucu3CSIplb

#FridaysForFuture
#ClimateCrisis
#ClimateDenial
#ClimateTalk
#stopfossilfuel"
15486,"#Greenwashing  #Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange     

You've been fooled by Greta Thunberg:"
15572,"#Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange #Greenwashing  

You've been fooled by Greta Thunberg:"
15580,"#ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing  

You've been fooled by Greta Thunberg:"
15593,"#Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion  #ClimateAction #ClimateCrisis  #GlobalWarming #ClimateChange #FridaysForFuture 

You've been fooled by Greta Thunberg:"
15615,"#GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis  #ClimateAction     

You've been fooled by Greta Thunberg:"
15766,"Garret Graves is clueless, fossil fuel companies already have 9000 leases they aren't using #GlobalClimateTreaty #cspan2 #ClimateCrisis #WaterIsLife #ClimateEmergency #ClimateChange #Globalwarming #FridaysForFuture #Youth4Climate #ActOnClimate #cnnnewsroom"
15780,"Humans are so destructive. We are poisoning the air, land and water resources we need to survive.  Speak up for the future of the planet.
#ActOnClimate #AirPollution #ClimateCrisis #deforestation #environment #ESG #FridaysForFuture #stopadani #nocoal"
15950,"Fuck Greta not the planet
#savetheplanet #FridaysForFuture https://t.co/fUxErqNG01"
15985,"#ClimateAction #ClimateCrisis  #GlobalWarming #FridaysForFuture #ClimateChange #Renewables  #Greenwashing #ClimateStrike #ExtinctionRebellion     

You've been fooled by Greta Thunberg:"
16021,"#FridaysForFuture #ClimateChange  #Renewables   #Greenwashing   #ClimateStrike #ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming             

You've been fooled by Greta Thunberg, Read Please:
https://t.co/16v1D8AO1r"
16025,"#ClimateChange  #Renewables   #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture 

You've been fooled by Greta Thunberg:"
16056,"#Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture  #ClimateChange 

You've been fooled by Greta Thunberg:"
16065,"#ExtinctionRebellion      #ClimateCrisis #ClimateAction  #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike 

You've been fooled by Greta Thunberg:"
16074,"#ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture       

You've been fooled by Greta Thunberg:"
16080,"#GlobalWarming  #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis    

You've been fooled by Greta Thunberg:"
16154,"#GlobalWarming #FridaysForFuture  #ClimateChange #Renewables  #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis 

You've been fooled by Greta Thunberg:"
16164,"#GlobalWarming #FridaysForFuture #ClimateChange #Renewables  #Greenwashing   #ClimateStrike #ExtinctionRebellion #ClimateCrisis  #ClimateAction             

You've been fooled by Greta Thunberg:"
16165,"#ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture        

You've been fooled by Greta Thunberg:"
16166,"its just fucked up when you realize how many people in power are addicted to the destruction of value 

#FridaysForFuture #fff #uprootthesystem #COP27 #cop27Egypt2022 #degrowth"
16202,"#GlobalWarming  #FridaysForFuture #ClimateChange #Renewables #Greenwashing  #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis  

You've been fooled by Greta Thunberg:"
16238,"#ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing  #ClimateStrike #ExtinctionRebellion #ClimateAction      

You've been fooled by Greta Thunberg:"
16241,"#ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture   #ClimateChange  #Greenwashing  #Renewables      

You've been fooled by Greta Thunberg:"
16254,"#GlobalWarming  #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing  #ExtinctionRebellion  #ClimateAction #ClimateCrisis 

You've been fooled by Greta Thunberg:"
16265,"#Renewables #Greenwashing #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #ClimateChange #FridaysForFuture #ClimateStrike    

You've been fooled by Greta Thunberg:"
16379,"Sumitomo and JICA must stop building the Matarbari coal power plant in Bangladesh!

Sign this Petition: https://t.co/td9exEZJLv

#FridaysForFuture #ClimateStrike 
#PeopleNotProfit #StopSumitomo
 #StopMatarbari https://t.co/yO0efyztxR"
16544,"Young people in Bangladesh took to the streets demanding a halt to the planned expansion of the #Matarbari coal-fired power plant.
https://t.co/S5oo5Z3yCu #FridaysForFuture #ClimateActionNow"
16580,"Week 121. Finnish forestry is bad for the climate, biodiversity and people. What Finland has is a lot of plantations and hardly any natural and old-growth forests. Finland must stop harmful forestry practices and protect and restore more forests. #FridaysForFuture https://t.co/lLvdvlJGNh"
16806,"#ExtinctionRebellion  #ClimateCrisis   #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing   #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg:"
16860,"#ClimateChange #Renewables  #Greenwashing #ClimateStrike  #ExtinctionRebellion  #ClimateCrisis  #ClimateAction  #GlobalWarming #FridaysForFuture       

You've been fooled by Greta Thunberg:"
16939,"Wow. Blame young #FridaysForFuture climate activists for lack of protests on the specific days of the recent heatwave, after all the vilification they've had to endure for 'skipping school'? How about some #adultingnotadultification?"
17093,"#GlobalWarming #FridaysForFuture #ClimateChange #Renewables  #Greenwashing   #ClimateStrike #ExtinctionRebellion #ClimateCrisis  #ClimateAction             

You've been fooled by Greta Thunberg:"
17103,"#ClimateCrisis    #ClimateAction #GlobalWarming   #FridaysForFuture  #ClimateChange #Renewables #Greenwashing  #ExtinctionRebellion  #ClimateStrike            

You've been fooled by Greta Thunberg:"
17206,@Citi @Citi spent the last 5 years investing $285 billion into destroying our futures. #FridaysForFuture #Divest https://t.co/y28248UskW
17235,"#GlobalWarming #FridaysForFuture   #ClimateChange  #Greenwashing  #Renewables    #ClimateStrike  #ExtinctionRebellion   #ClimateCrisis  #ClimateAction 

You've been fooled by Greta Thunberg:"
17243,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing  #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
17327,"#ExtinctionRebellion #ClimateCrisis   #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing   #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg:"
17328,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
17532,"Great idea Patrick @GBNEWS, make some mock OilTankers etc. allow the #JustStopOil &amp; any other FakeGreen loonies [add #FridaysForFuture/Greta Messiah Lovers] to tie themselves to them &amp; just leave them there until they realise our #FossilFuel need
Again just my opinion #JustSaying"
17873,"#ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike    

You've been fooled by Greta Thunberg:"
18266,"#ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing     

You've been fooled by Greta Thunberg:"
18271,"#ExtinctionRebellion #ClimateCrisis #ClimateAction  #GlobalWarming   #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables  #ClimateStrike 

You've been fooled by Greta Thunberg:"
18321,"#ExtinctionRebellion #ClimateCrisis #ClimateAction  #GlobalWarming   #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables  #ClimateStrike 

You've been fooled by Greta Thunberg:"
18402,"#ExtinctionRebellion  #ClimateCrisis   #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing   #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg:"
18505,"#GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis  #ClimateAction     

You've been fooled by Greta Thunberg:"
18533,"#ClimateChange #Renewables  #Greenwashing   #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction  #GlobalWarming   #FridaysForFuture          

You've been fooled by Greta Thunberg:"
18741,"#GlobalWarming  #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion  #ClimateAction #ClimateCrisis     

You've been fooled by Greta Thunberg:"
18766,"#Greenwashing #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #Renewables #ClimateStrike   

You've been fooled by Greta Thunberg:"
18849,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
