index,tweet
10878,"#GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis  #ClimateAction     

You've been fooled by Greta Thunberg:"
10901,"Once I was backing UN org but since together with WHO they got busy with genociding with #vaccines I focused on real problem solving:
#FridaysForFuture
#UprootTheSystem https://t.co/kTtEWgiYu6"
11052,"We're launching an international campaign to target Sumitomo Corporation and JICA for building the Matarbari Coal Power Plant in Bangladesh!
#StopSumitomo #FridaysForFuture #ClimateStrike #UprooTheSystem

Here is the link to register for their event
https://t.co/VYlKfiZuIH"
11114,"#ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion

You've been fooled by Greta Thunberg:"
11164,These youth put us all to shame #FridaysForFuture
11182,"@GretaThunberg with your ideologic solutions you are now the queen of blablabla.
Shut up, you are devastating decarbonization.
@Fridays4future 

#Fridaysforfuture"
11218,"@ClimateRealists Scientists say global warming made 1997 almost 17°C 🔥 

Scientists say climate change means 2021 was much hotter, at 14.8°C ❄️ 

Scientists are responsible for the climate hoax.

#FridaysForFuture https://t.co/ObGLsIu7kK"
11234,"when @amazon &amp; other online shopping platform delivering everything @ our doorstep &amp;  food delivery apps are delivering @ anyplace ,then why we required shopping malls which waste electricity and water in huge amount. #PeopleNotProfit #ClimateStrike #FridaysForFuture #heatwave"
11281,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
11370,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
11479,"#Greenwashing    #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction  #GlobalWarming #FridaysForFuture  #ClimateChange #Renewables         

You've been fooled by Greta Thunberg:"
11520,"#GlobalWarming  #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike  #ExtinctionRebellion #ClimateCrisis #ClimateAction               

You've been fooled by Greta Thunberg:"
11546,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
11565,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
11573,@LeoDiCaprio No! Visit your local #FridaysForFuture or #ExtinctionRebellion site for ways to get involved! Not a Hollywood-business-site.
11731,"#ExtinctionRebellion #ClimateCrisis #ClimateAction  #GlobalWarming   #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables  #ClimateStrike 

You've been fooled by Greta Thunberg:"
11748,"HEY KEVIN McCARTHY ...WHICH FARMERS ARE YOU PLANNING TO STEAL WATER FROM TO 1 Expand Fracking, 2 Evaporate in Thermoelectric Plants,3 Refine Fossil Fuel #ClimateMigration #sunrisemvmt #ClimateCrisis #WaterIsLife #ClimateEmergency #Globalwarming #FridaysForFuture #Youth4Climate https://t.co/hrwtaZzDBD"
11785,That car industry sponsored program #topgear must be the most #polluting #wastefull and useless program ever? #FridaysForFuture @FYEG #cars @globalgreens @groenlinks
12002,"Week 71. This sign says it all.  Finland is destroying their own forests for financial gain. In Finland, 1/9 species are already threatened, 1% of the most diverse forests are destroyed each year and forest protection is still under targets. #FridaysForFuture #Luontokato https://t.co/Fl1dM0e43Y"
12009,"#ExtinctionRebellion #ClimateCrisis #ClimateAction  #GlobalWarming   #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables  #ClimateStrike 

You've been fooled by Greta Thunberg:"
12036,"#FridaysForFuture #ClimateChange  #Renewables   #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming  

You've been fooled by Greta Thunberg:"
12040,https://t.co/ETyt6HwKXP https://t.co/stWb5oDt39 DIG OUT ROTTEN ROOTS GOVT. MISMANAGEMENT UK CLIMATE CRISIS #IStandWithUkraine 🇺🇦 #PeaceNotWar #RootCauses #ClimateCrisis #Corruption #FreeNavalnyNOW #ImmediateCeasefire #EndSARS  #Schoolstrike4climate #FridaysForFuture #JohnsonOut59 https://t.co/LytKQFG7hI
12068,"#ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture  #ClimateChange #Renewables  #Greenwashing #ClimateStrike

You've been fooled by Greta Thunberg:"
12111,"The massacre of trees in Egypt.
This is the Egyptian government's way to preserve the environment and fight the climate change.
@COP26
#ClimateStrike 
#Stockholm50 
#FridaysForFuture 
@GretaThunberg
#the_massacres_of_trees_in_Egypt https://t.co/rpkFOVvIkZ"
12113,"@twiff_bot @Leyse65081133 @ClimateYamin @TomsTweeters @endelstamberg @act_nowclimate @PTrebaul @fischerdata @FFFMapCount @FFF_SAJ @Steffenster @stefangsaenger @WeNaturalists @NayonSorkarBD @twongirwe_ireen @YGCUganda @WWindEA @ExtinctionR_SV @Thakrarkhelan @VipinSangwanVS @arifismail0 @voicetopeople @yamunajiye @rwclimate @ShreyaTuli_ @IvyKriss @WakioDorcas @thekopargaonkar @DenisNishant @ArunYadav0007 @sachinjacobk @parents4future @madlove_love @fridays_india @releaf4us @SwedishPM @fff_sssat @AdamSrigley @arhogan @ArubaFaruque @Mrs_Dalloway_ @fff_tui @AnnaTermine2 @BespokePanic @GeraldKutney @DoemenR @unified_film @AufstandLastGen @ScientistRebel1 @BreaksforFuture Many poor die now from western man-made  #ClimateCrisis!

Stay near 1.5C or go to #HotHouse #Hell

#ClimateCatastrophe
#ClimateStrike
#Twiff, 2, #FridaysForFuture, #Sweden, Svedmyra, 2022-08-01

https://t.co/5cZmRyJBla"
12266,"#GlobalWarming  #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing #ExtinctionRebellion #ClimateAction #ClimateCrisis 

You've been fooled by Greta Thunberg:"
12291,"#ClimateCrisis  #GlobalWarming  #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing #ExtinctionRebellion #ClimateAction 

You've been fooled by Greta Thunberg:"
12356,"#ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange #Renewables  #Greenwashing   #ClimateStrike #ExtinctionRebellion              

You've been fooled by Greta Thunberg:"
12361,"#ExtinctionRebellion  #ClimateCrisis   #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing   #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg:"
12473,"#GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion  #ClimateAction #ClimateCrisis   

You've been fooled by Greta Thunberg:"
12522,"See? This is what I mean by ""no more #nonviolence"". The #ClimateEmergency DEMANDS use of #violence.
Open FIRE on those #ClimateCriminals with all the weapons you can find!
Because #billionaires &amp; #leaders are practically MURDERING CHILDREN ON LIVE TV!
#FridaysForFuture #climate"
12547,"@edwinNamakanga @stopEACOP @StopCambo @350 @350Europe @350France @Riseupmovt @Fridays4future @GretaThunberg @vanessa_vash @larrouturou In my song ""Time For Ocean Aid"" I sing: ""Where are the real world leaders, please tell me where they are., the ones in the media are just talking more blah blah!"" #FridaysForFuture #BlahBlah #OceanAid https://t.co/kzLSAucA1L"
12636,https://t.co/uX0fc9OsHR CLIMATE EDUCATION FOR CLIMATE JUSTICE https://t.co/NRmV4xF0mr https://t.co/stWb5oDt39  'Digging out' rotten roots of uk government mismanagement in our climate crisis. What you can do about it. [Llewelyn Pritchard MA] 19 Jan 2022 #EndSARS #FridaysForFuture
12687,"@Raje96k Liars and haters spread this #fake-picture. In fact, the picture with the garbage does not come from the 2022 #Glastonbury Festival, where #GretaThunberg performed, but from the 2015 Glastonbury Festival.

But liars are liars and so they lie....

#FridaysForFuture https://t.co/kin6SyrDbW"
12691,"#FridaysForFuture  #ExtinctionRebellion 
How Naomi Klein, Josh Fox, 
George Monbiot, Ketan Joshi,  and many more lie to us

Every day. On  #ClimateChange &amp;  #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:"
12856,"Lives are watching #ClimateCrisis from another planet. Fortunate few &amp; #policimakers if planning to shift there, do not go. They won't like mass extinction there, will brutally kill u. Better protect our only home or leave jobs.
#FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/n4mDFEmPrf"
13008,"#FridaysForFuture #ExtinctionRebellion 
How Naomi Klein, Josh Fox, 
George Monbiot, Ketan Joshi,  and many more lie to us

Every day. On #ClimateChange &amp; #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:"
13044,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
13147,"Stop Sumitomo’s Matarbari Coal Power Project in Bangladesh, funded by JICA under the guise of international cooperation in the age of climate chaos. Only international solidarity can defeat corporate greed.

#UprootTheSystem #StopSumitomo #FridaysForFuture #ClimateStrike https://t.co/9uLlmoqhWJ"
13330,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
13409,"#ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #Renewables #ClimateStrike #Greenwashing #ExtinctionRebellion 

You've been fooled by Greta Thunberg:"
13563,"Scotty is a fossil fuels industry puppet.
#Australia needs to elect climate leaders and dump climate deniers and fossil fuels industry puppets.
#ActOnClimate #auspol #biodiversity #ClimateCrisis #ClimateReport #environment #ExtinctionRebellion #FridaysForFuture"
13603,"#ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction  #GlobalWarming #FridaysForFuture  #ClimateChange #Renewables  #Greenwashing           

You've been fooled by Greta Thunberg:"
13777,"#ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture   #ClimateChange  #Greenwashing  #Renewables    #ClimateStrike  #ExtinctionRebellion    

You've been fooled by Greta Thunberg:"
13808,"#ExtinctionRebellion #ClimateCrisis #ClimateAction  #GlobalWarming   #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables  #ClimateStrike 

You've been fooled by Greta Thunberg:"
13867,"People in the future for fridays are completely crazy.
They believe that politicians can change the climate.

 #FridaysForFuture"
13908,"#ClimateCrisis    #ClimateAction #GlobalWarming   #FridaysForFuture  #ClimateChange #Renewables #Greenwashing  #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
13914,"#ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis       

You've been fooled by Greta Thunberg:"
13997,"#FridaysForFuture #ExtinctionRebellion 
How Naomi Klein, Josh Fox, 
George Monbiot, Ketan Joshi, and many more lie to us

Every day. On #ClimateChange &amp; #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:"
14020,"#ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing     

You've been fooled by Greta Thunberg:"
14038,"#ClimateAction #ClimateCrisis  #GlobalWarming #FridaysForFuture #ClimateChange  #Greenwashing #Renewables #ClimateStrike  #ExtinctionRebellion    

You've been fooled by Greta Thunberg:"
14136,"#ClimateStrike #ExtinctionRebellion  #ClimateCrisis   #ClimateAction #GlobalWarming  #FridaysForFuture #ClimateChange #Greenwashing   #Renewables            

You've been fooled by Greta Thunberg:"
14175,"#ClimateCrisis    #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing  #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
14182,"#FridaysForFuture   #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming 

You've been fooled by Greta Thunberg:"
14243,"#ExtinctionRebellion #ClimateAction #ClimateCrisis  #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike   

You've been fooled by Greta Thunberg:"
14257,"#ExtinctionRebellion  #ClimateCrisis   #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing   #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg:"
14265,"#ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateCrisis  

You've been fooled by Greta Thunberg:"
14303,"#Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture   #ClimateChange  #Greenwashing      

You've been fooled by Greta Thunberg:"
14308,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing  #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
14458,"179 weeks = more than 3 years!
Illustrates the endurance both of #ClimateJustice activists and #BlaBla politicians and lobbyists

#FridaysForFuture #ClimateStrike"
14466,"#ClimateChange #Renewables  #Greenwashing   #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction  #GlobalWarming #FridaysForFuture          

You've been fooled by Greta Thunberg:"
14515,"#Greenwashing #ClimateStrike  #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange #Renewables                   

You've been fooled by Greta Thunberg:"
14532,Here’s what we think of your $50 million gas rort @ScottMorrisonMP as heatwaves hit Arctic and Antartctic #FridaysForFuture @Wendy_Bacon @NWPAdvocacy @NWGasPipeline @Fridays4future https://t.co/tUyThwsG58
14681,"""Smalldick""  Andrew Tate detained in Romania over human trafficking case 

#AndrewTate #GretaThunberg @GretaThunberg #Sweden #FridaysForFuture #ClimateStrike #ClimateChange #ClimateCrisis  

https://t.co/DmqhXdpv5f"
14959,"#Greenwashing #Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture   #ClimateChange       

You've been fooled by Greta Thunberg:"
14969,"#Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange #Renewables  

You've been fooled by Greta Thunberg:"
15024,"My takeaway-

Grass grows. Animals live. Meanwhile humans fuck up the planet. 

#FridaysForFuture"
15067,"@GretaThunberg So what EXACTLY are you protesting for???????

https://t.co/62ZvITPYhy

#FridaysForFuture"
15097,"Our governments are obeying corporations instead of the science! This leads to conflict! #FakeNews and lies are needed to keep you 'comfortable'! @JustStop_Oil 

#FreeJosh #FreeLouis #FreeSimon #FreeMargaret and more! 

#CivilDisobedience #CivilResistance works!
#Fridaysforfuture https://t.co/tHomuOnPhx"
15118,“Imagine if Greta Thunberg had decided to devote her attention to using less water or ditching dairy products instead of creating #FridaysforFuture.” https://t.co/KRjQCpBgjl
15374,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture   #ClimateChange #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
15504,"#ClimateChange  #Renewables   #Greenwashing   #ClimateStrike #ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming  #FridaysForFuture           

You've been fooled by Greta Thunberg:"
15569,"#Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange #Renewables        

You've been fooled by Greta Thunberg:"
15576,"#ClimateStrike #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing   

You've been fooled by Greta Thunberg:"
15611,"#ClimateCrisis #ClimateAction   #GlobalWarming #FridaysForFuture   #ClimateChange #Greenwashing #Renewables  #ClimateStrike  #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
15638,"#Climatechange is the most urgent issue atm! Droughts, inundations, hurricanes…🌳🚨🔫

&amp; #PutinWarCriminal is wasting our time with his sham referendum &amp; illegal annexation! ❌‼️

#FridaysForFuture #EUGreenProsecutor #Putin #UkraineWar"
15690,"#Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming  #FridaysForFuture #ClimateChange #Renewables             

You've been fooled by Greta Thunberg:"
15718,"#ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming   

You've been fooled by Greta Thunberg:"
15738,"#ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis  #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing    

You've been fooled by Greta Thunberg:"
16059,"#ExtinctionRebellion #ClimateCrisis   #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg:"
16064,"#ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction 

You've been fooled by Greta Thunberg:"
16085,"#ClimateAction #GlobalWarming  #FridaysForFuture #ClimateChange #Renewables  #Greenwashing #ClimateStrike  #ExtinctionRebellion  #ClimateCrisis         

You've been fooled by Greta Thunberg:"
16094,"#ClimateChange  #Renewables   #Greenwashing   #ClimateStrike #ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming  #FridaysForFuture           

You've been fooled by Greta Thunberg, Read:
https://t.co/16v1D8AO1r"
16096,"#ExtinctionRebellion #ClimateCrisis   #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing   #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg:"
16120,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture    #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
16142,"#ClimateAction #GlobalWarming   #FridaysForFuture  #ClimateChange #Renewables #Greenwashing  #ExtinctionRebellion  #ClimateStrike #ClimateCrisis              

You've been fooled by Greta Thunberg:"
16143,"#Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange      

You've been fooled by Greta Thunberg:"
16234,"#FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion  #ClimateAction #ClimateCrisis  #GlobalWarming    

You've been fooled by Greta Thunberg:"
16290,"#ExtinctionRebellion     #ClimateCrisis #ClimateAction  #GlobalWarming     #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables     #ClimateStrike 

You've been fooled by Greta Thunberg:"
16296,"#ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange #Renewables #Greenwashing  #ClimateStrike #ExtinctionRebellion #ClimateAction   

You've been fooled by Greta Thunberg:"
16404,"Elections matter.
#Australia needs to elect #climate leaders and dump climate deniers and fossil fuels industry puppets 
#auspol #environment #ClimateCrisis #ClimateAction #FFF #gosolar #nocoal #nogas #FridaysForFuture"
16436,"ON SEPTEMBER 23RD, WE WILL STRIKE FOR CLIMATE REPARATIONS AND JUSTICE!
 We demand that our Governments listen to MAPA voices and immediately work to provide #LossAndDamage Finance to the communities most affected by the climate crisis. #FridaysForFuture https://t.co/xWQ9lnvm3f"
16464,"#ClimateCrisis  #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike  #ExtinctionRebellion       

You've been fooled by Greta Thunberg:"
16499,"For the past 50 years of Queen Elizabeth's reign, 50% of global wildlife populations have vanished. 

If you have time to celebrate the Queen, you have time to be an enviromental activist. 

#ThursdayThoughts 
#FridaysForFuture #JubileeWeekend #PlatinumJubilee"
16553,"@Luisamneubauer Good for #FridaysForFuture, bad for the climate"
16775,"#Greenwashing  #Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange 

You've been fooled by Greta Thunberg:"
16841,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
16882,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
17385,"@macg1111 @Sgtnewsnetwork This video is a very stupid fake made by silly people for silly people.

Thunberg's sentence was arbitrarily cut in the middle to distort the meaning.

Original video see below (minute 3:02):

#FridaysForFuture 
https://t.co/5NjMYlDUn8"
17391,"#ClimateCrisis    #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
17400,"@ALadder75 The sharepic is made by fools for fools.

#GretaThunberg never claimed to be a scientist.

Dr. Judith Curry (@curryja) does NOT consider man-made climate change to be a hoax and does have media presence.

#FridaysForFuture"
17524,"#ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing  #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming 

You've been fooled by Greta Thunberg:"
17527,"Electing fossil fuels industry puppets has its consequences.

#Australia needs more climate leaders and dump climate deniers and fossil fuels industry puppets.

#auspol #ClimateAction #ClimateCrisis #ESG #FFF #CleanAir #ExtinctionRebellion #FridaysForFuture #nocoal #stopadani"
17628,"#ClimateChange #Renewables #Greenwashing  #ClimateStrike   #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture      

You've been fooled by Greta Thunberg:"
17634,"#Renewables #Greenwashing  #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #ClimateStrike   

You've been fooled by Greta Thunberg &amp; Janine, meet Billionaires For Future:"
17704,"""Coal-Fired power plants have been under construction here in Yokosuka."" ""I am very upset that the construction started without proper and sufficient environment assessment."" #ClimateJustice #FridaysForFuture #BeyondCoal https://t.co/aMoowQQwHn"
17849,"Here is one ugly white millionaire who is shamelessly abusing the rest of us: 

Greta Thunberg

She is as ""nonprofit"" as the rest of the scammers. 
Morally bankrupt. SHAME ON YOU!!!

 #FridaysForFuture #ClimateStrike #PeopleNotProfit #Liars #c"
17861,"#GlobalWarming #FridaysForFuture   #ClimateChange #Greenwashing #Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction        

You've been fooled by Greta Thunberg:"
17914,"#ExtinctionRebellion #ClimateCrisis #ClimateAction  #GlobalWarming   #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables  #ClimateStrike 

You've been fooled by Greta Thunberg:"
18040,"#Greenwashing   #ClimateStrike #ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming  #FridaysForFuture #ClimateChange #Renewables              

You've been fooled by Greta Thunberg:"
18129,"#FridaysForFuture and #ExtinctionRebellion need to focus on fossil fuels funding.    Follow the money.
#ClimateCrisis #ClimateAction #StopAdani  #IPCCReport #Greenpeace #Australia #auspol #solarpower 

Scotty is a fossil fuels industry puppet.  Elections matter."
18151,"What is happening with climate change, is happening a lot worse in Iran. The government only cares about extracting oil and nothing else. They don't treat people any better!
Iranians are fighting and being killed right now. Be our voice!
#OpIran 
#مهسا_امینی 
 #FridaysForFuture https://t.co/56Aa3U9eEf"
18278,"#ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #Renewables #ClimateStrike #Greenwashing #ExtinctionRebellion 

You've been fooled by Greta Thunberg:"
18358,"#ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange #Greenwashing  #Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction     

You've been fooled by Greta Thunberg:"
18637,"#ClimateCrisis #GlobalWarming  #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing  #ExtinctionRebellion  #ClimateAction 

You've been fooled by Greta Thunberg:"
18663,"#ExtinctionRebellion  #ClimateCrisis   #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing   #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg:"
